MONAD-ABSTRACTION-LIB v1
A900[A901[V0,V1,V2,V3,V4,V5,V6,V7,V8,C1,V9,V10,C0],C0]	M	5939	1191	0	0	0:C0;1:C0;2:C0;3:C0;4:C6;5:C6;6:C0;7:C6;8:C0;9:C0;10:C0|0:C0;1:C6;2:C6;3:C0;4:C6;5:C0;6:C0;7:C0;8:C6;9:C0;10:C0|0:C6;1:C0;2:C0;3:C0;4:C6;5:C0;6:C0;7:C0;8:C6;9:C1;10:C0|0:C0;1:C0;2:C0;3:C0;4:C2;5:C2;6:C0;7:C2;8:C0;9:C0;10:C0|0:C0;1:C2;2:C2;3:C0;4:C2;5:C0;6:C0;7:C0;8:C2;9:C0;10:C0|0:C0;1:C0;2:C0;3:C0;4:C8;5:C8;6:C0;7:C8;8:C0;9:C0;10:C0|0:C0;1:C8;2:C8;3:C0;4:C8;5:C0;6:C0;7:C0;8:C8;9:C0;10:C0|0:C8;1:C0;2:C0;3:C0;4:C8;5:C0;6:C0;7:C0;8:C8;9:C1;10:C0|0:C0;1:C0;2:C0;3:C0;4:C2;5:C2;6:C2;7:C2;8:C0;9:C0;10:C1|0:C0;1:C0;2:C0;3:C2;4:C2;5:C2;6:C2;7:C0;8:C2;9:C0;10:C1|0:C0;1:C0;2:C0;3:C2;4:C2;5:C0;6:C0;7:C2;8:C0;9:C0;10:C0|0:C10;1:C0;2:C2;3:C10;4:C2;5:C2;6:C10;7:C0;8:C0;9:C0;10:C0
A900[A901[C0,V0,V0,C0,C6,V1,C0,V1,V0,C1,C0,C0,C0],C0]	M	12	2	0	0	0:C0;1:C6|0:C6;1:C0
A900[A901[V0,V1,V1,C0,C6,C0,C0,C0,C6,C1,V2,C0,C0],C0]	M	10	2	0	0	0:C0;1:C6;2:C0|0:C6;1:C0;2:C1
A900[A901[C6,C0,C0,C0,C6,C0,C0,C0,C6,C1,C1,C0,C0],C0]	M	16	6	0	0	
A900[A901[V0,C0,C0,C0,V1,V2,C0,V2,V0,C1,V3,C0,C0],C0]	M	8	2	0	0	0:C6;1:C6;2:C0;3:C1|0:C0;1:C2;2:C2;3:C0
A900[A901[C0,V0,V0,C0,C2,V1,C0,V1,V0,C1,C0,C0,C0],C0]	M	12	2	0	0	0:C0;1:C2|0:C2;1:C0
A900[A901[C0,V0,V0,C0,V1,V2,C0,V2,V0,C1,C0,C0,C0],C0]	M	10	2	0	0	0:C2;1:C2;2:C0|0:C0;1:C8;2:C8
A900[A901[C0,V0,V0,C0,C8,V1,C0,V1,V0,C1,C0,C0,C0],C0]	M	12	2	0	0	0:C0;1:C8|0:C8;1:C0
A900[A901[V0,V1,V1,C0,C8,C0,C0,C0,C8,C1,V2,C0,C0],C0]	M	10	2	0	0	0:C0;1:C8;2:C0|0:C8;1:C0;2:C1
A900[A901[C8,C0,C0,C0,C8,C0,C0,C0,C8,C1,C1,C0,C0],C0]	M	16	6	0	0	
A900[A901[V0,C0,C0,C0,V1,V2,V2,V2,V0,C1,V3,V4,C0],C0]	M	6	2	0	0	0:C8;1:C8;2:C0;3:C1;4:C0|0:C0;1:C2;2:C2;3:C0;4:C1
A900[A901[C0,C0,C0,V0,C2,C2,C2,V1,V0,C1,C0,C1,C0],C0]	M	12	4	0	0	0:C0;1:C2|0:C2;1:C0
A900[A901[C0,C0,C0,C2,C2,V0,V0,V1,V0,C1,C0,V2,C0],C0]	M	10	4	0	0	0:C2;1:C0;2:C1|0:C0;1:C2;2:C0
A900[A901[V0,C0,V1,V2,C2,V1,V0,V3,C0,C1,C0,C0,C0],C0]	M	8	4	0	0	0:C0;1:C0;2:C2;3:C2|0:C10;1:C2;2:C10;3:C0
A900[A901[V0,V1,C2,V2,C2,V3,V0,C0,C0,C1,C0,V4,C0],C0]	M	6	4	0	0	0:C10;1:C0;2:C10;3:C2;4:C0|0:C0;1:C2;2:C2;3:C0;4:C1
A900[A901[V0,C2,V1,V1,C2,C0,C0,C0,C0,C1,C0,V2,C0],C0]	M	10	4	0	0	0:C0;1:C2;2:C1|0:C2;1:C0;2:C0
A900[A901[V0,V0,C0,C0,C2,V1,C0,V1,V1,C1,C0,V2,C0],C0]	M	10	2	0	0	0:C2;1:C0;2:C0|0:C0;1:C2;2:C1
A900[A901[C0,C0,C0,V0,C2,V1,V0,C2,V1,C1,C0,V2,C0],C0]	M	10	4	0	0	0:C0;1:C2;2:C1|0:C2;1:C0;2:C0
A900[A901[C0,V0,V0,V1,C2,V0,C2,C2,V0,C1,C0,V0,C0],C0]	M	12	2	0	0	0:C0;1:C2|0:C2;1:C0
A900[A901[V0,C2,V1,V0,C2,V1,C2,C2,V1,C1,C0,V2,C0],C0]	M	10	4	0	0	0:C0;1:C2;2:C2|0:C2;1:C0;2:C1
A900[A901[V0,V1,V2,V0,C2,V2,V0,V1,V2,C1,C0,C1,C0],C0]	M	10	2	0	0	0:C2;1:C2;2:C0|0:C10;1:C0;2:C2
A900[A901[V0,V1,C2,V2,C2,C2,V0,V1,C2,C1,C0,V3,C0],C0]	M	8	4	0	0	0:C10;1:C0;2:C10;3:C1|0:C0;1:C2;2:C2;3:C2
A900[A901[V0,C2,V1,C2,C2,V1,V0,C2,V1,C1,C0,V2,C0],C0]	M	10	4	0	0	0:C0;1:C2;2:C2|0:C2;1:C0;2:C1
A900[A901[C2,C2,V0,V1,C2,V0,V1,V1,C0,C1,C0,C1,C0],C0]	M	12	2	0	0	0:C0;1:C2|0:C2;1:C0
A900[A901[C2,C2,V0,V1,C2,V0,C0,C0,C0,C1,C0,V2,C0],C0]	M	10	4	0	0	0:C2;1:C0;2:C1|0:C0;1:C2;2:C0
A900[A901[V0,V0,C0,V0,C2,V1,V1,V1,V1,C1,C0,V2,C0],C0]	M	10	2	0	0	0:C2;1:C0;2:C0|0:C0;1:C2;2:C1
A900[A901[C0,C0,C0,V0,C2,C2,C2,C2,C2,C1,C0,C1,C0],C0]	M	14	4	0	0	0:C0|0:C2
A900[A901[C0,C0,C0,C2,C2,V0,C2,C2,V0,C1,C0,V1,C0],C0]	M	12	8	0	0	0:C2;1:C1|0:C0;1:C0
A900[A901[C0,C0,C0,V0,C2,V1,V0,V0,V1,C1,C0,V2,C0],C0]	M	10	4	0	0	0:C2;1:C0;2:C0|0:C0;1:C2;2:C1
A900[A901[C0,C0,V0,V0,C2,C2,C0,V0,C2,C1,C0,V1,C0],C0]	M	12	4	0	0	0:C0;1:C1|0:C2;1:C2
A900[A901[C0,V0,C2,C2,C2,C2,V0,C2,V1,C1,C0,C2,C0],C0]	M	12	4	0	0	0:C0;1:C2|0:C2;1:C0
A900[A901[V0,C2,C2,C2,C2,C2,C2,V1,C0,C1,C0,C2,C0],C0]	M	12	4	0	0	0:C0;1:C2|0:C2;1:C0
A900[A901[C2,C2,V0,C2,C2,V0,V0,C0,C0,C1,C0,V1,C0],C0]	M	12	4	0	0	0:C2;1:C2|0:C0;1:C1
A900[A901[C2,C2,V0,V1,C2,V0,C0,C0,C0,C1,C0,C1,C0],C0]	M	12	4	0	0	0:C0;1:C2|0:C2;1:C0
A900[A901[C2,C2,C2,V0,C2,V1,C0,C0,C0,C1,C0,C1,C0],C0]	M	12	4	0	0	0:C0;1:C2|0:C2;1:C0
A900[A901[C10,C10,C10,V0,V1,V2,V3,V4,V5,C1,C1,C0,C0],C0]	M	4	4	0	0	0:C0;1:C6;2:C2;3:C4;4:C0;5:C8|0:C6;1:C2;2:C5;3:C0;4:C8;5:C5
A900[A901[C10,C10,C10,V0,V1,V2,C0,V3,V2,C1,C1,C0,C0],C0]	M	8	4	0	0	0:C6;1:C2;2:C5;3:C8|0:C0;1:C4;2:C10;3:C6
